Query,Type Attack,query_length,word_count,special_char_count,digit_count,contains_select,contains_union,contains_insert,contains_update,contains_delete,contains_where,contains_and,contains_or,keyword_ratio,contains_double_dash,contains_comment,contains_semicolon,contains_single_quote,contains_double_quote,contains_equals,contains_sleep,max_word_length,min_word_length,uppercase_count,special_char_ratio,Query_Entropy,Query_Digit_Ratio
SELECT * FROM border  WHERE mighty = shallow,Normal,44,8,2,0,1,0,0,0,0,1,0,1,0.375,0,0,0,0,0,1,0,7,1,15,0.045454545,4.504886164,0
SELECT COUNT ( him ) FROM doing,Normal,31,7,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,6,1,15,0,4.131300343,0
DELETE FROM speech WHERE move = 'coat',Normal,38,7,3,0,0,0,0,0,1,1,0,0,0.285714286,0,0,0,1,0,1,0,6,1,15,0.078947368,4.198603751,0
SELECT * FROM level WHERE held = 'total',Normal,40,8,4,0,1,0,0,0,0,1,0,0,0.25,0,0,0,1,0,1,0,7,1,15,0.1,4.161768796,0
SELECT window FROM zulu UNION SELECT lamp FROM entirely ORDER BY ability,Normal,72,12,0,0,1,1,0,0,0,0,0,1,0.25,0,0,0,0,0,0,0,8,2,32,0,4.646822386,0
SELECT * FROM grandmother WHERE spring = 'trick'  OR trap = 'expect',Normal,68,12,7,0,1,0,0,0,0,1,1,1,0.333333333,0,0,0,1,0,1,0,11,1,17,0.102941176,4.515494415,0
"  UPDATE hot SET fat =  'wash', City =  'band' WHERE almost =  root",Normal,67,13,7,0,0,0,0,1,0,1,1,0,0.230769231,0,0,0,1,0,1,0,7,1,15,0.104477612,4.217560888,0
cotizada,Normal,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,2.75,0
SELECT MIN ( general )  AS add FROM willing,Normal,43,9,0,0,1,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,7,1,15,0,4.23360865,0
SELECT here FROM length,Normal,23,4,0,0,1,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,6,4,10,0,3.936180434,0
"  SELECT Orders.easierrID, Employees.organized, Employees.general FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.courtID ORDER BY Orders.soonID",Normal,163,15,1,0,1,0,0,0,0,0,0,1,0.133333333,0,0,0,0,0,1,0,20,1,45,0.006134969,4.61430547,0
" SELECT REPEAT ( ""SQL Tutorial"", 3 ) ;",Normal,38,8,3,1,1,0,0,0,0,0,0,1,0.25,0,0,1,0,1,0,0,10,1,16,0.078947368,4.122798895,0.026315789
SELECT * FROM teacher WHERE half IN  ( SELECT balance FROM prepare ) ,Normal,69,13,1,0,1,0,0,0,0,1,0,0,0.153846154,0,0,0,0,0,0,0,7,1,27,0.014492754,4.318063589,0
SELECT gently ( s ) FROM inside INNER JOIN,Normal,42,9,0,0,1,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,6,1,19,0,4.261132304,0
7242,Normal,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1.5,1
" SELECT once,meat,hat FROM only LEFT JOIN Orders ON either.sleptID = to.poetry ORDER BY rocky.faster",Normal,100,14,1,0,1,0,0,0,0,0,0,1,0.142857143,0,0,0,0,0,1,0,14,1,30,0.01,4.729276722,0
SELECT * FROM electricity WHERE street NOT BETWEEN 'kitchen' AND 'made',Normal,71,11,5,0,1,0,0,0,0,1,1,0,0.272727273,0,0,0,1,0,0,0,11,1,28,0.070422535,4.529891755,0
SELECT * FROM gone WHERE automobile = 'smaller' LIMIT 3,Normal,55,10,4,1,1,0,0,0,0,1,0,0,0.2,0,0,0,1,0,1,0,10,1,20,0.072727273,4.566923577,0.018181818
28287163s,Normal,9,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,2.725480557,0.888888889
SELECT hospital FROM why,Normal,24,4,0,0,1,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,8,3,10,0,4.220175521,0
SELECT * FROM spend,Normal,19,4,1,0,1,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,6,1,10,0.052631579,3.892407119,0
SELECT AVG ( congress ) FROM mirror,Normal,35,7,0,0,1,0,0,0,0,0,0,1,0.285714286,0,0,0,0,0,0,0,8,1,13,0,4.286146588,0
warwicke@discon.mm,Normal,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,3.725480557,0
pipponzi,Normal,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,2.155639062,0
26562587w,Normal,9,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,2.503258335,0.888888889
SELECT month ( s ) FROM selection,Normal,33,7,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,9,1,10,0,4.210764574,0
"  SELECT MAKEDATE ( 2017, 366 ) ;",Normal,33,7,1,7,1,0,0,0,0,0,0,0,0.142857143,0,0,1,0,0,0,0,8,1,14,0.03030303,3.892878968,0.212121212
" SELECT * FROM claws WHERE pour NOT IN ( 'mountain', 'began', 'prove' )",Normal,71,13,7,0,1,0,0,0,0,1,0,0,0.153846154,0,0,0,1,0,0,0,11,1,20,0.098591549,4.686646361,0
santibez el bajo,Normal,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,3.5,0
mandruso,Normal,8,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,8,0,0,3,0
SELECT * FROM basket WHERE kind NOT BETWEEN 'contrast' AND 'silly',Normal,66,11,5,0,1,0,0,0,0,1,1,0,0.272727273,0,0,0,1,0,0,0,10,1,28,0.075757576,4.591510553,0
maestro vitoria 10,Normal,18,3,0,2,0,0,0,0,0,0,0,1,0.333333333,0,0,0,0,0,0,0,7,2,0,0,3.503258335,0.111111111
SELECT TOP 50 PERCENT * FROM measure SELECT * FROM stiff FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM paint,Normal,114,22,3,5,1,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,10,1,68,0.026315789,4.349395049,0.043859649
c28a3iz8,Normal,8,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,2.75,0.5
SELECT * FROM sad 3,Normal,19,5,1,1,1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,6,1,10,0.052631579,3.721611724,0.052631579
SELECT * FROM guard WHERE NOT character = 'influence' AND NOT egg = 'something',Normal,79,14,7,0,1,0,0,0,0,1,1,0,0.214285714,0,0,0,1,0,1,0,11,1,24,0.088607595,4.670874807,0
SELECT crack ( s ) FROM sport INNER JOIN,Normal,40,9,0,0,1,0,0,0,0,0,0,1,0.222222222,0,0,0,0,0,0,0,6,1,19,0,4.18418372,0
" SELECT lionID AS ID, mouse AS own FROM stomach",Normal,47,9,0,0,1,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,7,2,18,0,4.378329011,0
SELECT * FROM greatly WHERE feel = 'park' FETCH FIRST 3 ROWS ONLY,Normal,65,13,4,1,1,0,0,0,0,1,0,0,0.153846154,0,0,0,1,0,1,0,7,1,33,0.061538462,4.446927382,0.015384615
SELECT slope ( s ) FROM lying,Normal,29,7,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,6,1,10,0,4.116264616,0
36574,Normal,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,2.321928095,1
SELECT * FROM entire WHERE NOT quiet = 'stone' AND NOT airplane = 'automobile',Normal,78,14,7,0,1,0,0,0,0,1,1,0,0.214285714,0,0,0,1,0,1,0,12,1,24,0.08974359,4.565596881,0
zalzale1,Normal,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,2.25,0.125
SELECT AVG ( wish ) FROM pile SELECT SUM ( duty ),Normal,49,12,0,0,1,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,6,1,22,0,4.292084634,0
SELECT TOP 3 * FROM CustomersWHERE Country = 'Germany',Normal,54,9,4,1,1,0,0,0,0,1,0,0,0.222222222,0,0,0,1,0,1,0,14,1,21,0.074074074,4.541743521,0.018518519
SELECT COUNT ( firm ) FROM element,Normal,34,7,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,7,1,15,0,4.197325709,0
SELECT * FROM close WHERE found = 'pool' LIMIT 3,Normal,48,10,4,1,1,0,0,0,0,1,0,0,0.2,0,0,0,1,0,1,0,6,1,20,0.083333333,4.365601563,0.020833333
retinte,Normal,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,2.235926351,0
"  UPDATE slave SET ride =  'lips', City =  'give' WHERE pilot =  cow",Normal,68,13,7,0,0,0,0,1,0,1,0,0,0.153846154,0,0,0,1,0,1,0,7,1,15,0.102941176,4.273327969,0
"   SELECT Employees.nails, COUNT ( Orders.paragraphID )  AS soapFROM    ( OrdersINNER JOIN sometime ON Orders.rulerID  =  Employees.danceID ) ",Normal,142,17,1,0,1,0,0,0,0,0,0,1,0.117647059,0,0,0,0,0,1,0,18,1,39,0.007042254,4.601583948,0
"cuesta sagrado corazon, 155 5?a",Normal,31,5,0,4,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,8,3,0,0,3.82131194,0.129032258
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 239189 )  ORDER BY meta_id ASC",Normal,104,16,0,6,1,0,0,0,0,1,0,1,0.1875,0,0,0,0,0,0,0,11,1,27,0,4.812009586,0.057692308
"SELECT ProductName, UnitPrice *  ( UnitsInStock + COALESCE ( UnitsOnOrder, 0  )  )   FROM Products;",Normal,99,15,2,1,1,0,0,0,0,0,0,1,0.133333333,0,0,1,0,0,0,0,13,1,29,0.02020202,4.614419461,0.01010101
"lapa, la",Normal,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,2.155639062,0
SELECT TOP 3 * FROM mad SELECT * FROM dollar 3SELECT * FROM ruler,Normal,65,14,3,2,1,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,7,1,33,0.046153846,4.046837369,0.030769231
SELECT whispered ( s )  FROM idea SELECT evening FROM beginning,Normal,63,11,0,0,1,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,9,1,20,0,4.238586411,0
SELECT * FROM vessels WHERE phrase BETWEEN oxygen09/01/1996mice AND thou15/31/1996airplane,Normal,90,10,5,16,1,0,0,0,0,1,1,0,0.3,0,0,0,0,0,0,0,22,1,25,0.055555556,5.006689175,0.177777778
"  SELECT careful, aware, reasonFROM plane WHERE flag IS NOT NULL",Normal,64,10,0,0,1,0,0,0,0,1,0,0,0.2,0,0,0,0,0,0,0,10,2,24,0,4.440184604,0
SELECT * FROM beginning WHERE many = 'wheat' AND City = 'goose',Normal,63,12,7,0,1,0,0,0,0,1,1,0,0.25,0,0,0,1,0,1,0,9,1,19,0.111111111,4.543654363,0
SELECT Count ( * ) AS known,Normal,27,7,1,0,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,6,1,9,0.037037037,3.70804815,0
99020664y,Normal,9,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,2.503258335,0.888888889
SELECT TOP 50 PERCENT * FROM bent,Normal,33,7,1,2,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,7,1,20,0.03030303,3.945464952,0.060606061
SELECT MIN ( die ) AS nor FROM feel,Normal,35,9,0,0,1,0,0,0,0,0,0,1,0.222222222,0,0,0,0,0,0,0,6,1,15,0,4.136286231,0
SELECT COUNT ( nobody ) FROM coffee,Normal,35,7,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,6,1,15,0,4.207435517,0
SELECT COUNT ( somebodyID ) FROM broken,Normal,39,7,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,10,1,17,0,4.45810318,0
39672063f,Normal,9,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,2.725480557,0.888888889
SELECT * FROM handsome WHERE five = 'anyway' FETCH FIRST 3 ROWS ONLY,Normal,68,13,4,1,1,0,0,0,0,1,1,0,0.230769231,0,0,0,1,0,1,0,8,1,33,0.058823529,4.581527135,0.014705882
18439608w,Normal,9,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,2.947702779,0.888888889
SELECT TOP 3 * FROM warn SELECT * FROM frozen 3SELECT * FROM unknown,Normal,68,14,3,2,1,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,7,1,33,0.044117647,4.138796013,0.029411765
SELECT MIN ( tide ) AS thumb FROM straight,Normal,42,9,0,0,1,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,8,1,15,0,4.392317423,0
SELECT * FROM however WHERE wealth IN  ( SELECT repeat FROM engine ) ,Normal,69,13,1,0,1,0,0,0,0,1,0,0,0.153846154,0,0,0,0,0,0,0,7,1,27,0.014492754,4.380711183,0
SELECT shells ( s ) FROM people SELECT he ( s ),Normal,47,12,0,0,1,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,6,1,16,0,3.792702994,0
SELECT table ( s ) FROM minute INNER JOIN,Normal,41,9,0,0,1,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,6,1,19,0,4.29633798,0
SELECT * FROM sun WHERE that = 'window' LIMIT 3,Normal,47,10,4,1,1,0,0,0,0,1,0,0,0.2,0,0,0,1,0,1,0,8,1,20,0.085106383,4.394390447,0.021276596
SELECT AVG ( layers ) FROM lady SELECT SUM ( writing ),Normal,54,12,0,0,1,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,7,1,22,0,4.406579441,0
SELECT COUNT ( surfaceID ) FROM mine,Normal,36,7,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,9,1,17,0,4.46132014,0
SELECT pie ( s )  FROM ran UNION ALL,Normal,36,9,0,0,1,1,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,6,1,18,0,4.078696876,0
oktar,Normal,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,2.321928095,0
"c/ relfas 122,",Normal,14,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0.071428571,3.521640636,0.214285714
thayra,Normal,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,2.251629167,0
SELECT option_value FROM wp_options WHERE option_name  =  '_houzez_property_status_3021' LIMIT 1,Normal,96,10,3,5,1,0,0,0,0,1,0,0,0.2,0,0,0,1,0,1,0,30,1,20,0.03125,4.775125706,0.052083333
"<dt><a class=""reference internal"" href=""topics/selectors.html""><span class=""doc"">Selectors",Normal,90,5,10,0,1,0,0,0,0,0,0,1,0.4,0,0,0,0,1,1,0,34,6,1,0.111111111,4.232814281,0
SELECT option_value FROM wp_options WHERE option_name = '_options_footer_content' LIMIT 1,Normal,89,10,3,1,1,0,0,0,0,1,0,0,0.2,0,0,0,1,0,1,0,25,1,20,0.033707865,4.531851889,0.011235955
5632,Normal,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,1
SELECT disappear ( s )  FROM fighting UNION ALL,Normal,47,9,0,0,1,1,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,9,1,18,0,4.447373958,0
SELECT * FROM system WHERE from = 'machine' LIMIT 3,Normal,51,10,4,1,1,0,0,0,0,1,0,0,0.2,0,0,0,1,0,1,0,9,1,20,0.078431373,4.549205489,0.019607843
nona,Normal,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1.5,0
"consolacion 92, 12?h",Normal,20,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,3.68418372,0.2
SELECT * FROM bite FETCH FIRST 50 PERCENT ROWS ONLY,Normal,51,10,1,2,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,7,1,35,0.019607843,4.120297587,0.039215686
"   SELECT excitement, open+ ', ' + fair+ ' ' + valley+ ', ' + winter AS like  FROM very",Normal,87,19,6,0,1,0,0,0,0,0,0,0,0.052631579,0,0,0,1,0,0,0,11,1,12,0.068965517,4.202696563,0
3953,Normal,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1.5,1
SELECT * FROM knew WHERE smooth = 'track' FETCH FIRST 3 ROWS ONLY,Normal,65,13,4,1,1,0,0,0,0,1,0,0,0.153846154,0,0,0,1,0,1,0,7,1,33,0.061538462,4.520079498,0.015384615
anz1@hiperbilbao.fj,Normal,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,3.93213804,0.052631579
SELECT * FROM collect WHERE every BETWEEN distant09/01/1996honor AND near15/31/1996element,Normal,90,10,5,16,1,0,0,0,0,1,1,1,0.4,0,0,0,0,0,0,0,22,1,25,0.055555556,4.877228237,0.177777778
SELECT TOP 3 * FROM heavy SELECT * FROM slept 3SELECT * FROM pleasant,Normal,69,14,3,2,1,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,8,1,33,0.043478261,4.189546502,0.028985507
SELECT * FROM master FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM beauty,Normal,80,16,2,3,1,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,7,1,48,0.025,4.325193259,0.0375
SELECT * FROM out WHERE sight = 'dot',Normal,37,8,4,0,1,0,0,0,0,1,0,0,0.25,0,0,0,1,0,1,0,6,1,15,0.108108108,4.171443313,0
SELECT COUNT ( completeID ) FROM ill,Normal,36,7,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,10,1,17,0,4.329239932,0
SELECT * FROM rod WHERE official BETWEEN piano09/01/1996real AND minerals15/31/1996widely,Normal,89,10,5,16,1,0,0,0,0,1,1,0,0.3,0,0,0,0,0,0,0,24,1,25,0.056179775,4.910852606,0.179775281
34306,Normal,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1.921928095,1
SELECT * FROM difference WHERE wave = 'position' OR former = 'city',Normal,67,12,7,0,1,0,0,0,0,1,0,1,0.25,0,0,0,1,0,1,0,10,1,17,0.104477612,4.533508022,0
ezri,Normal,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,0
SELECT kept ( s )  FROM old SELECT actual ( s ) ,Normal,48,12,0,0,1,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,6,1,16,0,3.999426744,0
SELECT * FROM today WHERE bottle = 'importance' FETCH FIRST 3 ROWS ONLY,Normal,71,13,4,1,1,0,0,0,0,1,0,1,0.230769231,0,0,0,1,0,1,0,12,1,33,0.056338028,4.622935458,0.014084507
978,Normal,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1.584962501,1
SELECT MIN ( jet ) AS money FROM transportation,Normal,47,9,0,0,1,0,0,0,0,0,0,1,0.222222222,0,0,0,0,0,0,0,14,1,15,0,4.416083001,0
cohn.of@evasor.ch,Normal,17,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17,17,0,0,3.4548224,0
"  UPDATE they SET or =  'golden', City =  'path' WHERE us =  onto",Normal,65,13,7,0,0,0,0,1,0,1,0,1,0.230769231,0,0,0,1,0,1,0,9,1,15,0.107692308,4.234033108,0
65782684q,Normal,9,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,2.725480557,0.888888889
SELECT DISTINCT satisfied FROM root,Normal,35,5,0,0,1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,9,4,18,0,4.307714803,0
medwin-whittinghill@enla.th,Normal,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0.037037037,3.60601528,0
natala,Normal,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,1.79248125,0
" SELECT opinionID AS ID, sheet AS gray FROM wild",Normal,48,9,0,0,1,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,9,2,18,0,4.500814584,0
SELECT DISTINCT energy FROM smooth,Normal,34,5,0,0,1,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,8,4,18,0,4.359377915,0
"SELECT * FROM bar WHERE faster BETWEEN ""suggest"" AND    ""studying""",Normal,66,10,5,0,1,0,0,0,0,1,1,0,0.3,0,0,0,0,1,0,0,10,1,25,0.075757576,4.465897006,0
"  SELECT Orders.nailsrID, Employees.automobile, Employees.activity FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.callID ORDER BY Orders.indeedID",Normal,165,15,1,0,1,0,0,0,0,0,0,1,0.133333333,0,0,0,0,0,1,0,21,1,45,0.006060606,4.694093961,0
SELECT * FROM sport 3 SELECT * FROM southern,Normal,44,9,2,1,1,0,0,0,0,0,0,1,0.222222222,0,0,0,0,0,0,0,8,1,20,0.045454545,4.1412498,0.022727273
SELECT early FROM porch UNION SELECT pound FROM form ORDER BY park,Normal,66,12,0,0,1,1,0,0,0,0,0,1,0.25,0,0,0,0,0,0,0,6,2,32,0,4.541770433,0
DELETE /dashboard?user_id=1585,Normal,30,2,2,4,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,1,0,23,6,6,0.066666667,4.323231429,0.133333333
SELECT * FROM southern WHERE almost = 'broken' LIMIT 3,Normal,54,10,4,1,1,0,0,0,0,1,0,0,0.2,0,0,0,1,0,1,0,8,1,20,0.074074074,4.582957641,0.018518519
57417611c,Normal,9,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,2.419381946,0.888888889
5.54E+15,Normal,8,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,0,2.405639062,0.625
SELECT * FROM hide WHERE    NOT animal = 'outside',Normal,50,9,4,0,1,0,0,0,0,1,0,0,0.222222222,0,0,0,1,0,1,0,9,1,18,0.08,4.347683484,0
SELECT * FROM importance ORDER BY stone DESC,Normal,44,8,1,0,1,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0,0,10,1,21,0.022727273,4.359286801,0
SELECT within ( s ) FROM map UNION ALL,Normal,38,9,0,0,1,1,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,6,1,18,0,4.280693632,0
SELECT COUNT ( typicalID ) FROM average,Normal,39,7,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,9,1,17,0,4.509385232,0
2.90E+15,Normal,8,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,0,3,0.625
SELECT * FROM bring FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM again,Normal,78,16,2,3,1,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,7,1,48,0.025641026,4.211828029,0.038461538
bendex@xavipetit.it,Normal,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,3.391892645,0
SELECT MIN ( twelve )  AS printed FROM automobile,Normal,49,9,0,0,1,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,10,1,15,0,4.527276936,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN ( 287 ) ORDER BY meta_id ASC",Normal,99,16,0,3,1,0,0,0,0,1,0,1,0.1875,0,0,0,0,0,0,0,11,1,27,0,4.775687687,0.03030303
SELECT * FROM invented WHERE Price NOT BETWEEN 10 AND 20,Normal,56,11,1,4,1,0,0,0,0,1,1,0,0.272727273,0,0,0,0,0,0,0,8,1,29,0.017857143,4.394222281,0.071428571
SELECT * FROM excited WHERE class BETWEEN '1996-07-01' AND '1996-07-31',Normal,71,10,9,16,1,0,0,0,0,1,1,0,0.3,0,0,0,1,0,0,0,12,1,25,0.126760563,4.699948571,0.225352113
7781,Normal,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1.5,1
69663934q,Normal,9,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,2.197159723,0.888888889
SELECT * FROM myself WHERE effort BETWEEN 'yet' AND 'diagram',Normal,61,10,5,0,1,0,0,0,0,1,1,1,0.4,0,0,0,1,0,0,0,9,1,25,0.081967213,4.558760543,0
SELECT COUNT ( mind ) FROM except,Normal,33,7,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,6,1,15,0,4.271370634,0
SELECT * FROM piece WHERE twelve = 'ship' AND City = 'excellent',Normal,64,12,7,0,1,0,0,0,0,1,1,0,0.25,0,0,0,1,0,1,0,11,1,19,0.109375,4.469220394,0
SELECT * FROM rise,Normal,18,4,1,0,1,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,6,1,10,0.055555556,3.794653474,0
"  SELECT negative,but,seldom FROM social LEFT JOIN Orders ON forward.mainlyID =  continent.myself ORDER BY business.temperature",Normal,127,14,1,0,1,0,0,0,0,0,0,1,0.142857143,0,0,0,0,0,1,0,20,1,30,0.007874016,4.852869239,0
SELECT * FROM society,Normal,21,4,1,0,1,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,7,1,10,0.047619048,4.070656113,0
SELECT * FROM production FETCH FIRST 50 PERCENT ROWS ONLY,Normal,57,10,1,2,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,10,1,35,0.01754386,4.409056409,0.035087719
SELECT * FROM settlers WHERE prize NOT LIKE '[glass]%',Normal,54,9,3,0,1,0,0,0,0,1,0,0,0.222222222,0,0,0,1,0,0,0,10,1,22,0.055555556,4.562951799,0
malcocinado,Normal,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,2.913977073,0
puebla de don fadrique,Normal,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,3.629219687,0
"SELECT CustomerName, ContactName FROM Customers WHERE Country = ""Brazil""; CREATE OR REPLACE VIEW [Brazil Customers] AS",Normal,118,16,4,0,1,0,0,0,0,1,0,1,0.1875,0,0,1,0,1,1,0,13,1,45,0.033898305,4.776160301,0
SELECT every FROM directly UNION ALL SELECT merely FROM indeed ORDER BY furniture,Normal,81,13,0,0,1,1,0,0,0,0,0,1,0.230769231,0,0,0,0,0,0,0,9,2,35,0,4.50647354,0
SELECT rising ( s )  FROM condition SELECT development ( s ) ,Normal,61,12,0,0,1,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,11,1,16,0,4.252534406,0
marschew,Normal,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,3,0
"  SELECT quite, window, watchFROM edge WHERE onto IS NOT NULL",Normal,61,10,0,0,1,0,0,0,0,1,0,0,0.2,0,0,0,0,0,0,0,9,2,24,0,4.490931021,0
merriell,Normal,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,2.25,0
6e1ba,Normal,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,2.321928095,0.4
